siruta
siruta;sirsup;localitate;superior;tip;med;denloc;densup;tipsup;regiune;codp;jud;mnemonic
79059;82895;Rovinari;"Oraş Rovinari";17;1;ROVINARI;"ORAS ROVINARI";2;4;215400;18;GJ
78463;78454;"Ţicleni";"Oraş Ţicleni";17;1;TICLENI;"ORAS TICLENI";2;4;215600;18;GJ
78338;78329;"Târgu Cărbuneşti";"Oraş Târgu Cărbuneşti";17;1;"TARGU CARBUNESTI";"ORAS TARGU CARBUNESTI";2;4;215500;18;GJ
78347;78329;"Blahniţa de Jos";"Oraş Târgu Cărbuneşti";19;1;"BLAHNITA DE JOS";"ORAS TARGU CARBUNESTI";2;4;215501;18;GJ
78356;78329;"Cărbuneşti-Sat";"Oraş Târgu Cărbuneşti";19;1;CARBUNESTI-SAT;"ORAS TARGU CARBUNESTI";2;4;215502;18;GJ
78365;78329;Cojani;"Oraş Târgu Cărbuneşti";19;1;COJANI;"ORAS TARGU CARBUNESTI";2;4;215503;18;GJ
78374;78329;"Creţeşti";"Oraş Târgu Cărbuneşti";19;1;CRETESTI;"ORAS TARGU CARBUNESTI";2;4;215504;18;GJ
78383;78329;Curteana;"Oraş Târgu Cărbuneşti";19;1;CURTEANA;"ORAS TARGU CARBUNESTI";2;4;215505;18;GJ
78392;78329;"Floreşteni";"Oraş Târgu Cărbuneşti";19;1;FLORESTENI;"ORAS TARGU CARBUNESTI";2;4;215506;18;GJ
78409;78329;"Măceşu";"Oraş Târgu Cărbuneşti";19;1;MACESU;"ORAS TARGU CARBUNESTI";2;4;215507;18;GJ
78418;78329;Pojogeni;"Oraş Târgu Cărbuneşti";19;1;POJOGENI;"ORAS TARGU CARBUNESTI";2;4;215508;18;GJ
78427;78329;Rogojeni;"Oraş Târgu Cărbuneşti";19;1;ROGOJENI;"ORAS TARGU CARBUNESTI";2;4;215509;18;GJ
78436;78329;"Ştefăneşti";"Oraş Târgu Cărbuneşti";19;1;STEFANESTI;"ORAS TARGU CARBUNESTI";2;4;215510;18;GJ
78481;78472;Albeni;Albeni;22;3;ALBENI;ALBENI;3;4;217005;18;GJ
78490;78472;"Bârzeiu de Gilort";Albeni;23;3;"BARZEIU DE GILORT";ALBENI;3;4;217006;18;GJ
78506;78472;"Bolboceşti";Albeni;23;3;BOLBOCESTI;ALBENI;3;4;217007;18;GJ
78515;78472;Doseni;Albeni;23;3;DOSENI;ALBENI;3;4;217008;18;GJ
78524;78472;Mirosloveni;Albeni;23;3;MIROSLOVENI;ALBENI;3;4;217009;18;GJ
78533;78472;"Pruneşti";Albeni;23;3;PRUNESTI;ALBENI;3;4;217011;18;GJ
78551;78542;"Alimpeşti";"Alimpeşti";22;3;ALIMPESTI;ALIMPESTI;3;4;217015;18;GJ
78560;78542;"Ciupercenii de Olteţ";"Alimpeşti";23;3;"CIUPERCENII DE OLTET";ALIMPESTI;3;4;217016;18;GJ
78579;78542;"Corşoru";"Alimpeşti";23;3;CORSORU;ALIMPESTI;3;4;217017;18;GJ
78588;78542;"Nistoreşti";"Alimpeşti";23;3;NISTORESTI;ALIMPESTI;3;4;217018;18;GJ
78597;78542;"Sârbeşti";"Alimpeşti";23;3;SARBESTI;ALIMPESTI;3;4;217019;18;GJ
78613;78604;Aninoasa;Aninoasa;22;3;ANINOASA;ANINOASA;3;4;217020;18;GJ
78622;78604;Bobaia;Aninoasa;23;3;BOBAIA;ANINOASA;3;4;217021;18;GJ
78631;78604;"Costeşti";Aninoasa;23;3;COSTESTI;ANINOASA;3;4;217022;18;GJ
78640;78604;"Groşerea";Aninoasa;23;3;GROSEREA;ANINOASA;3;4;217023;18;GJ
78659;78604;Sterpoaia;Aninoasa;23;3;STERPOAIA;ANINOASA;3;4;217024;18;GJ
78677;78668;Arcani;Arcani;22;3;ARCANI;ARCANI;3;4;217025;18;GJ
78686;78668;Câmpofeni;Arcani;23;3;CAMPOFENI;ARCANI;3;4;217026;18;GJ
78695;78668;"Sănăteşti";Arcani;23;3;SANATESTI;ARCANI;3;4;217027;18;GJ
78702;78668;"Stroieşti";Arcani;23;3;STROIESTI;ARCANI;3;4;217028;18;GJ
78720;78711;"Baia de Fier";"Baia de Fier";22;3;"BAIA DE FIER";"BAIA DE FIER";3;4;217130;18;GJ
78739;78711;"Cernădia";"Baia de Fier";23;3;CERNADIA;"BAIA DE FIER";3;4;217131;18;GJ
78757;78748;"Voiteştii de Vale";"Bălăneşti";22;3;"VOITESTII DE VALE";BALANESTI;3;4;217035;18;GJ
78766;78748;"Bălăneşti";"Bălăneşti";23;3;BALANESTI;BALANESTI;3;4;217036;18;GJ
78775;78748;Blidari;"Bălăneşti";23;3;BLIDARI;BALANESTI;3;4;217037;18;GJ
78784;78748;"Cânepeşti";"Bălăneşti";23;3;CANEPESTI;BALANESTI;3;4;217038;18;GJ
78793;78748;Glodeni;"Bălăneşti";23;3;GLODENI;BALANESTI;3;4;217039;18;GJ
78800;78748;Ohaba;"Bălăneşti";23;3;OHABA;BALANESTI;3;4;217041;18;GJ
78819;78748;"Voiteştii din Deal";"Bălăneşti";23;3;"VOITESTII DIN DEAL";BALANESTI;3;4;217042;18;GJ
77929;77910;"Băleşti";"Băleşti";22;3;BALESTI;BALESTI;3;4;217045;18;GJ
77938;77910;Ceauru;"Băleşti";23;3;CEAURU;BALESTI;3;4;217046;18;GJ
77947;77910;"Corneşti";"Băleşti";23;3;CORNESTI;BALESTI;3;4;217047;18;GJ
77956;77910;"Găvăneşti";"Băleşti";23;3;GAVANESTI;BALESTI;3;4;217048;18;GJ
77965;77910;Rasova;"Băleşti";23;3;RASOVA;BALESTI;3;4;217049;18;GJ
77974;77910;Stolojani;"Băleşti";23;3;STOLOJANI;BALESTI;3;4;217051;18;GJ
77983;77910;"Tălpăşeşti";"Băleşti";23;3;TALPASESTI;BALESTI;3;4;217052;18;GJ
77992;77910;"Tămăşeşti";"Băleşti";23;3;TAMASESTI;BALESTI;3;4;217053;18;GJ
78007;77910;"Voinigeşti";"Băleşti";23;3;VOINIGESTI;BALESTI;3;4;217054;18;GJ
79013;79004;Bâlteni;Bâlteni;22;3;BALTENI;BALTENI;3;4;217060;18;GJ
79022;79004;Cocoreni;Bâlteni;23;3;COCORENI;BALTENI;3;4;217061;18;GJ
79031;79004;Moi;Bâlteni;23;3;MOI;BALTENI;3;4;217062;18;GJ
79040;79004;"Peşteana Jiu";Bâlteni;23;3;"PESTEANA JIU";BALTENI;3;4;217063;18;GJ
79068;79004;"Vlăduleni";Bâlteni;23;3;VLADULENI;BALTENI;3;4;217064;18;GJ
78837;78828;"Bărbăteşti";"Bărbăteşti";22;3;BARBATESTI;BARBATESTI;3;4;217055;18;GJ
78846;78828;"Musculeşti";"Bărbăteşti";23;3;MUSCULESTI;BARBATESTI;3;4;217056;18;GJ
78855;78828;"Petreşti";"Bărbăteşti";23;3;PETRESTI;BARBATESTI;3;4;217057;18;GJ
78864;78828;Socu;"Bărbăteşti";23;3;SOCU;BARBATESTI;3;4;217058;18;GJ
78882;78873;"Bengeşti";"Bengeşti-Ciocadia";22;3;BENGESTI;BENGESTI-CIOCADIA;3;4;217067;18;GJ
78891;78873;"Bălceşti";"Bengeşti-Ciocadia";23;3;BALCESTI;BENGESTI-CIOCADIA;3;4;217066;18;GJ
78908;78873;Bircii;"Bengeşti-Ciocadia";23;3;BIRCII;BENGESTI-CIOCADIA;3;4;217068;18;GJ
78917;78873;Ciocadia;"Bengeşti-Ciocadia";23;3;CIOCADIA;BENGESTI-CIOCADIA;3;4;217069;18;GJ
78935;78926;"Berleşti";"Berleşti";22;3;BERLESTI;BERLESTI;3;4;217070;18;GJ
78944;78926;Bârzeiu;"Berleşti";23;3;BARZEIU;BERLESTI;3;4;217071;18;GJ
78953;78926;"Gâlceşti";"Berleşti";23;3;GALCESTI;BERLESTI;3;4;217072;18;GJ
78962;78926;"Lihuleşti";"Berleşti";23;3;LIHULESTI;BERLESTI;3;4;217073;18;GJ
78971;78926;"Pârâu Viu";"Berleşti";23;3;"PARAU VIU";BERLESTI;3;4;217074;18;GJ
78980;78926;Scrada;"Berleşti";23;3;SCRADA;BERLESTI;3;4;217076;18;GJ
78999;78926;Scurtu;"Berleşti";23;3;SCURTU;BERLESTI;3;4;217077;18;GJ
79086;79077;"Bolboşi";"Bolboşi";22;3;BOLBOSI;BOLBOSI;3;4;217080;18;GJ
79095;79077;"Bălăceşti";"Bolboşi";23;3;BALACESTI;BOLBOSI;3;4;217081;18;GJ
79102;79077;Bolboasa;"Bolboşi";23;3;BOLBOASA;BOLBOSI;3;4;217082;18;GJ
79111;79077;Igirosu;"Bolboşi";23;3;IGIROSU;BOLBOSI;3;4;217083;18;GJ
79120;79077;Miclosu;"Bolboşi";23;3;MICLOSU;BOLBOSI;3;4;217084;18;GJ
79139;79077;"Ohaba Jiu";"Bolboşi";23;3;"OHABA JIU";BOLBOSI;3;4;217086;18;GJ
79148;79077;Valea;"Bolboşi";23;3;VALEA;BOLBOSI;3;4;217087;18;GJ
79166;79157;"Borăscu";"Borăscu";22;3;BORASCU;BORASCU;3;4;217090;18;GJ
79175;79157;Baniu;"Borăscu";23;3;BANIU;BORASCU;3;4;217091;18;GJ
79184;79157;"Calapăru";"Borăscu";23;3;CALAPARU;BORASCU;3;4;217092;18;GJ
79193;79157;"Gura Menţi";"Borăscu";23;3;"GURA MENTI";BORASCU;3;4;217093;18;GJ
79200;79157;"Menţii din Dos";"Borăscu";23;3;"MENTII DIN DOS";BORASCU;3;4;217094;18;GJ
79219;79157;Miluta;"Borăscu";23;3;MILUTA;BORASCU;3;4;217096;18;GJ
79228;79157;"Scoruşu";"Borăscu";23;3;SCORUSU;BORASCU;3;4;217097;18;GJ
79246;79237;"Brăneşti";"Brăneşti";22;3;BRANESTI;BRANESTI;3;4;217100;18;GJ
79255;79237;"Bădeşti";"Brăneşti";23;3;BADESTI;BRANESTI;3;4;217101;18;GJ
79264;79237;Brebenei;"Brăneşti";23;3;BREBENEI;BRANESTI;3;4;217102;18;GJ
79273;79237;"Capu Dealului";"Brăneşti";23;3;"CAPU DEALULUI";BRANESTI;3;4;217103;18;GJ
79282;79237;Gilortu;"Brăneşti";23;3;GILORTU;BRANESTI;3;4;217104;18;GJ
79291;79237;Pârâu;"Brăneşti";23;3;PARIU;BRANESTI;3;4;217105;18;GJ
79371;79362;"Bumbeşti-Piţic";"Bumbeşti-Piţic";22;3;BUMBESTI-PITIC;BUMBESTI-PITIC;3;4;217110;18;GJ
79380;79362;Cârligei;"Bumbeşti-Piţic";23;3;CARLIGEI;BUMBESTI-PITIC;3;4;217111;18;GJ
79399;79362;Poienari;"Bumbeşti-Piţic";23;3;POIENARI;BUMBESTI-PITIC;3;4;217112;18;GJ
79415;79406;Bustuchin;Bustuchin;22;3;BUSTUCHIN;BUSTUCHIN;3;4;217115;18;GJ
79424;79406;"Cionţi";Bustuchin;23;3;CIONTI;BUSTUCHIN;3;4;217116;18;GJ
79433;79406;Motorgi;Bustuchin;23;3;MOTORGI;BUSTUCHIN;3;4;217117;18;GJ
79442;79406;"Nămete";Bustuchin;23;3;NAMETE;BUSTUCHIN;3;4;217118;18;GJ
79460;79406;"Poiana Seciuri";Bustuchin;23;3;"POIANA SECIURI";BUSTUCHIN;3;4;217119;18;GJ
79451;79406;"Poieniţa";Bustuchin;23;3;POIENITA;BUSTUCHIN;3;4;217121;18;GJ
79479;79406;Pojaru;Bustuchin;23;3;POJARU;BUSTUCHIN;3;4;217122;18;GJ
79488;79406;"Valea Pojarului";Bustuchin;23;3;"VALEA POJARULUI";BUSTUCHIN;3;4;217123;18;GJ
79745;79736;Câlnic;Câlnic;22;3;CALNIC;CALNIC;3;4;217145;18;GJ
79754;79736;"Câlnicu de Sus";Câlnic;23;3;"CALNICU DE SUS";CALNIC;3;4;217146;18;GJ
79763;79736;"Didileşti";Câlnic;23;3;DIDILESTI;CALNIC;3;4;217147;18;GJ
79772;79736;"Găleşoaia";Câlnic;23;3;GALESOAIA;CALNIC;3;4;217148;18;GJ
79781;79736;Hodoreasca;Câlnic;23;3;HODOREASCA;CALNIC;3;4;217149;18;GJ
79790;79736;Pieptani;Câlnic;23;3;PIEPTANI;CALNIC;3;4;217151;18;GJ
79807;79736;Pinoasa;Câlnic;23;3;PINOASA;CALNIC;3;4;217152;18;GJ
79816;79736;Stejerei;Câlnic;23;3;STEJEREI;CALNIC;3;4;217153;18;GJ
79825;79736;Vâlceaua;Câlnic;23;3;VALCEAUA;CALNIC;3;4;217154;18;GJ
79503;79497;"Căpreni";"Căpreni";22;3;CAPRENI;CAPRENI;3;4;217125;18;GJ
79512;79497;"Aluniş";"Căpreni";23;3;ALUNIS;CAPRENI;3;4;217126;18;GJ
79521;79497;"Brăteşti";"Căpreni";23;3;BRATESTI;CAPRENI;3;4;217127;18;GJ
79530;79497;Bulbuceni;"Căpreni";23;3;BULBUCENI;CAPRENI;3;4;217128;18;GJ
79549;79497;Cetatea;"Căpreni";23;3;CETATEA;CAPRENI;3;4;217129;18;GJ
79558;79497;Cornetu;"Căpreni";23;3;CORNETU;CAPRENI;3;4;217131;18;GJ
79567;79497;"Dealu Spirei";"Căpreni";23;3;"DEALU SPIREI";CAPRENI;3;4;217132;18;GJ
79576;79497;"Satu Nou";"Căpreni";23;3;"SATU NOU";CAPRENI;3;4;217133;18;GJ
79594;79585;"Cătunele";"Cătunele";22;3;CATUNELE;CATUNELE;3;4;217135;18;GJ
79601;79585;"Dealu Viilor";"Cătunele";23;3;"DEALU VIILOR";CATUNELE;3;4;217136;18;GJ
79610;79585;Lupoaia;"Cătunele";23;3;LUPOAIA;CATUNELE;3;4;217137;18;GJ
79629;79585;Steic;"Cătunele";23;3;STEIC;CATUNELE;3;4;217138;18;GJ
79638;79585;"Valea Mânăstirii";"Cătunele";23;3;"VALEA MANASTIRII";CATUNELE;3;4;217139;18;GJ
79647;79585;"Valea Perilor";"Cătunele";23;3;"VALEA PERILOR";CATUNELE;3;4;217141;18;GJ
79665;79656;Ciuperceni;Ciuperceni;22;3;CIUPERCENI;CIUPERCENI;3;4;217155;18;GJ
79674;79656;"Boboieşti";Ciuperceni;23;3;BOBOIESTI;CIUPERCENI;3;4;217156;18;GJ
79683;79656;"Peşteana Vulcan";Ciuperceni;23;3;"PESTEANA VULCAN";CIUPERCENI;3;4;217157;18;GJ
79692;79656;Priporu;Ciuperceni;23;3;PRIPORU;CIUPERCENI;3;4;217158;18;GJ
79709;79656;"Strâmba Vulcan";Ciuperceni;23;3;"STRAMBA VULCAN";CIUPERCENI;3;4;217159;18;GJ
79718;79656;Vârtopu;Ciuperceni;23;3;VARTOPU;CIUPERCENI;3;4;217161;18;GJ
79727;79656;Zorzila;Ciuperceni;23;3;ZORZILA;CIUPERCENI;3;4;217162;18;GJ
79843;79834;Crasna;Crasna;22;3;CRASNA;CRASNA;3;4;217165;18;GJ
79852;79834;"Aninişu din Deal";Crasna;23;3;"ANINISU DIN DEAL";CRASNA;3;4;217166;18;GJ
79861;79834;"Aninişu din Vale";Crasna;23;3;"ANINISU DIN VALE";CRASNA;3;4;217167;18;GJ
79870;79834;"Buzeşti";Crasna;23;3;BUZESTI;CRASNA;3;4;217168;18;GJ
79889;79834;"Cărpiniş";Crasna;23;3;CARPINIS;CRASNA;3;4;217169;18;GJ
79898;79834;"Crasna din Deal";Crasna;23;3;"CRASNA DIN DEAL";CRASNA;3;4;217171;18;GJ
79905;79834;"Drăgoieşti";Crasna;23;3;DRAGOIESTI;CRASNA;3;4;217172;18;GJ
79914;79834;"Dumbrăveni";Crasna;23;3;DUMBRAVENI;CRASNA;3;4;217173;18;GJ
79923;79834;"Radoşi";Crasna;23;3;RADOSI;CRASNA;3;4;217174;18;GJ
79941;79932;"Cruşet";"Cruşet";22;3;CRUSET;CRUSET;3;4;217175;18;GJ
79950;79932;Bojinu;"Cruşet";23;3;BOJINU;CRUSET;3;4;217176;18;GJ
79978;79932;"Măiag";"Cruşet";23;3;MAIAG;CRUSET;3;4;217177;18;GJ
79969;79932;"Marineşti";"Cruşet";23;3;MARINESTI;CRUSET;3;4;217178;18;GJ
79987;79932;Mierea;"Cruşet";23;3;MIEREA;CRUSET;3;4;217179;18;GJ
79996;79932;Miericeaua;"Cruşet";23;3;MIERICEAUA;CRUSET;3;4;217181;18;GJ
80007;79932;"Slămneşti";"Cruşet";23;3;SLAMNESTI;CRUSET;3;4;217182;18;GJ
80016;79932;"Slăvuţa";"Cruşet";23;3;SLAVUTA;CRUSET;3;4;217183;18;GJ
80025;79932;"Urda de Jos";"Cruşet";23;3;"URDA DE JOS";CRUSET;3;4;217184;18;GJ
80034;79932;"Văluţa";"Cruşet";23;3;VALUTA;CRUSET;3;4;217185;18;GJ
80052;80043;"Dănciuleşti";"Dănciuleşti";22;3;DANCIULESTI;DANCIULESTI;3;4;217190;18;GJ
80061;80043;"Bibuleşti";"Dănciuleşti";23;3;BIBULESTI;DANCIULESTI;3;4;217191;18;GJ
80070;80043;"Hălăngeşti";"Dănciuleşti";23;3;HALANGESTI;DANCIULESTI;3;4;217192;18;GJ
80089;80043;"Obârşia";"Dănciuleşti";23;3;OBARSIA;DANCIULESTI;3;4;217193;18;GJ
80098;80043;"Petrăchei";"Dănciuleşti";23;3;PETRACHEI;DANCIULESTI;3;4;217194;18;GJ
80105;80043;"Rădineşti";"Dănciuleşti";23;3;RADINESTI;DANCIULESTI;3;4;217196;18;GJ
80114;80043;"Zăicoiu";"Dănciuleşti";23;3;ZAICOIU;DANCIULESTI;3;4;217197;18;GJ
80132;80123;"Dăneşti";"Dăneşti";22;3;DANESTI;DANESTI;3;4;217200;18;GJ
80141;80123;Barza;"Dăneşti";23;3;BARZA;DANESTI;3;4;217201;18;GJ
80150;80123;Botorogi;"Dăneşti";23;3;BOTOROGI;DANESTI;3;4;217202;18;GJ
80169;80123;"Brătuia";"Dăneşti";23;3;BRATUIA;DANESTI;3;4;217203;18;GJ
80178;80123;Bucureasa;"Dăneşti";23;3;BUCUREASA;DANESTI;3;4;217204;18;GJ
80187;80123;"Merfuleşti";"Dăneşti";23;3;MERFULESTI;DANESTI;3;4;217206;18;GJ
80196;80123;"Şasa";"Dăneşti";23;3;SASA;DANESTI;3;4;217207;18;GJ
80212;80123;"Ţârculeşti";"Dăneşti";23;3;TARCULESTI;DANESTI;3;4;217209;18;GJ
80203;80123;Trocani;"Dăneşti";23;3;TROCANI;DANESTI;3;4;217208;18;GJ
80221;80123;Ungureni;"Dăneşti";23;3;UNGURENI;DANESTI;3;4;217211;18;GJ
80230;80123;"Văcarea";"Dăneşti";23;3;VACAREA;DANESTI;3;4;217212;18;GJ
80258;80249;"Drăgoteşti";"Drăgoteşti";22;3;DRAGOTESTI;DRAGOTESTI;3;4;217220;18;GJ
80267;80249;"Corobăi";"Drăgoteşti";23;3;COROBAI;DRAGOTESTI;3;4;217221;18;GJ
80276;80249;Trestioara;"Drăgoteşti";23;3;TRESTIOARA;DRAGOTESTI;3;4;217222;18;GJ
78025;78016;"Drăguţeşti";"Drăguţeşti";22;3;DRAGUTESTI;DRAGUTESTI;3;4;217225;18;GJ
78034;78016;"Cârbeşti";"Drăguţeşti";23;3;CARBESTI;DRAGUTESTI;3;4;217226;18;GJ
78043;78016;Dâmbova;"Drăguţeşti";23;3;DAMBOVA;DRAGUTESTI;3;4;217227;18;GJ
78052;78016;"Iaşi-Gorj";"Drăguţeşti";23;3;IASI-GORJ;DRAGUTESTI;3;4;217228;18;GJ
78061;78016;"Tâlveşti";"Drăguţeşti";23;3;TALVESTI;DRAGUTESTI;3;4;217229;18;GJ
78070;78016;"Urecheşti";"Drăguţeşti";23;3;URECHESTI;DRAGUTESTI;3;4;217231;18;GJ
80294;80285;"Fărcăşeşti";"Fărcăşeşti";22;3;FARCASESTI;FARCASESTI;3;4;217235;18;GJ
80301;80285;"Fărcăşeşti Moşneni";"Fărcăşeşti";23;3;"FARCASESTI MOSNENI";FARCASESTI;3;4;217236;18;GJ
80310;80285;"Peşteana de Jos";"Fărcăşeşti";23;3;"PESTEANA DE JOS";FARCASESTI;3;4;217237;18;GJ
80329;80285;Rogojel;"Fărcăşeşti";23;3;ROGOJEL;FARCASESTI;3;4;217238;18;GJ
80338;80285;"Roşia Jiu";"Fărcăşeşti";23;3;"ROSIA JIU";FARCASESTI;3;4;217239;18;GJ
80347;80285;"Timişeni";"Fărcăşeşti";23;3;TIMISENI;FARCASESTI;3;4;217241;18;GJ
80356;80285;"Valea cu Apă";"Fărcăşeşti";23;3;"VALEA CU APA";FARCASESTI;3;4;217242;18;GJ
80374;80365;"Iormăneşti";Glogova;22;3;IORMANESTI;GLOGOVA;3;4;217248;18;GJ
80383;80365;"Cămuieşti";Glogova;23;3;CAMUIESTI;GLOGOVA;3;4;217246;18;GJ
80392;80365;"Cleşneşti";Glogova;23;3;CLESNESTI;GLOGOVA;3;4;217247;18;GJ
80409;80365;Glogova;Glogova;23;3;GLOGOVA;GLOGOVA;3;4;217245;18;GJ
80418;80365;Olteanu;Glogova;23;3;OLTEANU;GLOGOVA;3;4;217249;18;GJ
80436;80427;"Godineşti";"Godineşti";22;3;GODINESTI;GODINESTI;3;4;217250;18;GJ
80445;80427;Arjoci;"Godineşti";23;3;ARJOCI;GODINESTI;3;4;217251;18;GJ
80463;80427;"Câlceşti";"Godineşti";23;3;CALCESTI;GODINESTI;3;4;217252;18;GJ
80454;80427;Chiliu;"Godineşti";23;3;CHILIU;GODINESTI;3;4;217253;18;GJ
80472;80427;"Pârâu de Pripor";"Godineşti";23;3;"PARAU DE PRIPOR";GODINESTI;3;4;217254;18;GJ
80481;80427;"Pârâu de Vale";"Godineşti";23;3;"PARAU DE VALE";GODINESTI;3;4;217256;18;GJ
80490;80427;"Rătez";"Godineşti";23;3;RATEZ;GODINESTI;3;4;217257;18;GJ
80515;80506;Hurezani;Hurezani;22;3;HUREZANI;HUREZANI;3;4;217260;18;GJ
80524;80506;Busuioci;Hurezani;23;3;BUSUIOCI;HUREZANI;3;4;217261;18;GJ
80533;80506;Pegeni;Hurezani;23;3;PEGENI;HUREZANI;3;4;217262;18;GJ
80542;80506;Plopu;Hurezani;23;3;PLOPU;HUREZANI;3;4;217263;18;GJ
80551;80506;"Totea de Hurezani";Hurezani;23;3;"TOTEA DE HUREZANI";HUREZANI;3;4;217264;18;GJ
80579;80560;"Ioneşti";"Ioneşti";22;3;IONESTI;IONESTI;3;4;217265;18;GJ
80588;80560;"Gura Şuşiţei";"Ioneşti";23;3;"GURA SUSITEI";IONESTI;3;4;217266;18;GJ
80597;80560;"Ilieşti";"Ioneşti";23;3;ILIESTI;IONESTI;3;4;217267;18;GJ
80604;80560;Picu;"Ioneşti";23;3;PICU;IONESTI;3;4;217268;18;GJ
80622;80613;"Jupâneşti";"Jupâneşti";22;3;JUPANESTI;JUPANESTI;3;4;217270;18;GJ
80631;80613;Boia;"Jupâneşti";23;3;BOIA;JUPANESTI;3;4;217271;18;GJ
80640;80613;"Pârâu Boia";"Jupâneşti";23;3;"PARIU BOIA";JUPANESTI;3;4;217272;18;GJ
80659;80613;Vidin;"Jupâneşti";23;3;VIDIN;JUPANESTI;3;4;217273;18;GJ
80668;80613;"Vierşani";"Jupâneşti";23;3;VIERSANI;JUPANESTI;3;4;217274;18;GJ
80686;80677;"Leleşti";"Leleşti";22;3;LELESTI;LELESTI;3;4;217275;18;GJ
80695;80677;"Frăteşti";"Leleşti";23;3;FRATESTI;LELESTI;3;4;217276;18;GJ
80702;80677;"Rasoviţa";"Leleşti";23;3;RASOVITA;LELESTI;3;4;217277;18;GJ
80720;80711;Licurici;Licurici;22;3;LICURICI;LICURICI;3;4;217280;18;GJ
80739;80711;"Frumuşei";Licurici;23;3;FRUMUSEI;LICURICI;3;4;217281;18;GJ
80748;80711;Negreni;Licurici;23;3;NEGRENI;LICURICI;3;4;217282;18;GJ
80757;80711;Totea;Licurici;23;3;TOTEA;LICURICI;3;4;217283;18;GJ
80775;80766;"Târgu Logreşti";"Logreşti";22;3;"TARGU LOGRESTI";LOGRESTI;3;4;217293;18;GJ
80784;80766;"Colţeşti";"Logreşti";23;3;COLTESTI;LOGRESTI;3;4;217286;18;GJ
80793;80766;Frunza;"Logreşti";23;3;FRUNZA;LOGRESTI;3;4;217287;18;GJ
80800;80766;"Logreşti Moşteni";"Logreşti";23;3;"LOGRESTI MOSTENI";LOGRESTI;3;4;217288;18;GJ
80819;80766;"Măru";"Logreşti";23;3;MARU;LOGRESTI;3;4;217289;18;GJ
80828;80766;"Popeşti";"Logreşti";23;3;POPESTI;LOGRESTI;3;4;217291;18;GJ
80837;80766;Seaca;"Logreşti";23;3;SEACA;LOGRESTI;3;4;217292;18;GJ
80855;80846;"Mătăsari";"Mătăsari";22;3;MATASARI;MATASARI;3;4;217295;18;GJ
80864;80846;"Brădet";"Mătăsari";23;3;BRADET;MATASARI;3;4;217296;18;GJ
80873;80846;"Brădeţel";"Mătăsari";23;3;BRADETEL;MATASARI;3;4;217297;18;GJ
80882;80846;Croici;"Mătăsari";23;3;CROICI;MATASARI;3;4;217298;18;GJ
80891;80846;Runcurel;"Mătăsari";23;3;RUNCUREL;MATASARI;3;4;217299;18;GJ
80917;80908;"Muşeteşti";"Muşeteşti";22;3;MUSETESTI;MUSETESTI;3;4;217300;18;GJ
80926;80908;"Arşeni";"Muşeteşti";23;3;ARSENI;MUSETESTI;3;4;217301;18;GJ
80935;80908;Bârcaciu;"Muşeteşti";23;3;BARCACIU;MUSETESTI;3;4;217302;18;GJ
80944;80908;"Gămani";"Muşeteşti";23;3;GAMANI;MUSETESTI;3;4;217303;18;GJ
80953;80908;Grui;"Muşeteşti";23;3;GRUI;MUSETESTI;3;4;217304;18;GJ
80962;80908;"Stănceşti";"Muşeteşti";23;3;STANCESTI;MUSETESTI;3;4;217306;18;GJ
80971;80908;"Stănceşti Larga";"Muşeteşti";23;3;"STANCESTI LARGA";MUSETESTI;3;4;217307;18;GJ
80999;80980;Negomir;Negomir;22;3;NEGOMIR;NEGOMIR;3;4;217310;18;GJ
81004;80980;Artanu;Negomir;23;3;ARTANU;NEGOMIR;3;4;217311;18;GJ
81013;80980;Bohorel;Negomir;23;3;BOHOREL;NEGOMIR;3;4;217312;18;GJ
81022;80980;"Condeieşti";Negomir;23;3;CONDEIESTI;NEGOMIR;3;4;217313;18;GJ
81031;80980;Nucetu;Negomir;23;3;NUCETU;NEGOMIR;3;4;217314;18;GJ
81040;80980;Orzu;Negomir;23;3;ORZU;NEGOMIR;3;4;217316;18;GJ
81059;80980;Paltinu;Negomir;23;3;PALTINU;NEGOMIR;3;4;217317;18;GJ
81068;80980;Raci;Negomir;23;3;RACI;NEGOMIR;3;4;217318;18;GJ
81077;80980;Ursoaia;Negomir;23;3;URSOAIA;NEGOMIR;3;4;217319;18;GJ
81086;80980;"Valea Racilor";Negomir;23;3;"VALEA RACILOR";NEGOMIR;3;4;217321;18;GJ
81102;81095;"Călugăreni";"Padeş";22;3;CALUGARENI;PADES;3;4;217327;18;GJ
81111;81095;"Apa Neagră";"Padeş";23;3;"APA NEAGRA";PADES;3;4;217326;18;GJ
81120;81095;Cerna-Sat;"Padeş";23;3;"CERNA SAT";PADES;3;4;217328;18;GJ
81139;81095;"Cloşani";"Padeş";23;3;CLOSANI;PADES;3;4;217329;18;GJ
81148;81095;"Motru Sec";"Padeş";23;3;"MOTRU SEC";PADES;3;4;217331;18;GJ
81157;81095;"Orzeşti";"Padeş";23;3;ORZESTI;PADES;3;4;217332;18;GJ
81166;81095;"Padeş";"Padeş";23;3;PADES;PADES;3;4;217325;18;GJ
81175;81095;"Văieni";"Padeş";23;3;VAIENI;PADES;3;4;217333;18;GJ
81193;81184;"Peştişani";"Peştişani";22;3;PESTISANI;PESTISANI;3;4;217335;18;GJ
